year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2016,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,326,80.6,72.6,3336.0,3225.0,3476.0,3400.0,3200.0,3800.0
2016,Nanyang Technological University,College of Engineering,Civil Engineering,327,92.4,91.6,3407.0,3250.0,3505.0,3300.0,3200.0,3800.0
2016,Nanyang Technological University,College of Engineering,Computer Engineering,328,83.3,75.9,3792.0,3500.0,3833.0,3500.0,3300.0,4420.0
2016,Nanyang Technological University,College of Engineering,Computer Science,329,94.6,91.4,3784.0,3500.0,3848.0,3500.0,3300.0,4333.0
2016,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,330,89.1,83.6,3443.0,3300.0,3517.0,3400.0,3190.0,3800.0
2016,Nanyang Technological University,College of Engineering,Environmental Engineering,331,80.6,74.2,3156.0,3100.0,3216.0,3100.0,2800.0,3400.0
2016,Nanyang Technological University,College of Engineering,Information Engineering And Media,332,94.6,87.5,3496.0,3350.0,3570.0,3350.0,3000.0,4000.0
2016,Nanyang Technological University,College of Engineering,Maritime Studies,333,94.2,88.5,3305.0,3300.0,3328.0,3398.0,3083.0,3500.0
2016,Nanyang Technological University,College of Engineering,Materials Engineering,334,81.3,73.5,3197.0,3200.0,3317.0,3300.0,3000.0,3500.0
2016,Nanyang Technological University,College of Engineering,Materials Engineering and Economics **,335,,,,,,,,
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering,336,86.0,79.9,3417.0,3300.0,3505.0,3350.0,3050.0,3959.0
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,337,,,,,,,,
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",338,79.7,46.6,2718.0,2700.0,2761.0,2700.0,2500.0,3000.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,339,91.1,74.7,3239.0,3300.0,3345.0,3300.0,3050.0,3500.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,340,87.7,69.6,2938.0,2900.0,2996.0,3000.0,2575.0,3365.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,341,91.3,79.3,3385.0,3300.0,3440.0,3300.0,3000.0,3850.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,342,75.0,54.2,2974.0,3000.0,2997.0,3000.0,2700.0,3400.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,343,87.2,76.6,3027.0,3000.0,3082.0,3000.0,2700.0,3500.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,344,81.8,61.8,3283.0,3315.0,3368.0,3365.0,2960.0,3500.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,345,82.1,66.7,3083.0,3100.0,3136.0,3200.0,2800.0,3500.0
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy And Global Affairs **,346,,,,,,,,
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,347,86.1,63.9,3279.0,3300.0,3480.0,3500.0,3000.0,3850.0
2016,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine #,348,94.4,88.9,2525.0,2400.0,2577.0,2500.0,2150.0,2800.0
2016,Nanyang Technological University,College of Sciences,Biological Sciences,349,80.5,64.0,3132.0,3100.0,3222.0,3175.0,3000.0,3550.0
2016,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,350,80.6,64.2,3119.0,3000.0,3234.0,3149.0,2925.0,3500.0
2016,Nanyang Technological University,College of Sciences,Mathematical Sciences,351,88.5,76.9,3453.0,3400.0,3535.0,3500.0,3200.0,3750.0
2016,Nanyang Technological University,College of Sciences,Mathematics & Economics,352,89.4,72.7,3346.0,3150.0,3458.0,3300.0,3000.0,3750.0
2016,Nanyang Technological University,College of Sciences,Physics / Applied Physics,353,85.7,77.1,3578.0,3350.0,3683.0,3450.0,3100.0,4000.0
2016,Nanyang Technological University,Sports Science and Management,Sports Science and Management,354,83.1,66.1,3196.0,3100.0,3272.0,3200.0,2825.0,3500.0
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),355,100.0,100.0,3337.0,3500.0,3525.0,3525.0,3400.0,3615.0
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),356,100.0,100.0,3438.0,3500.0,3546.0,3525.0,3500.0,3850.0
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,357,86.1,62.5,2971.0,3000.0,3063.0,3000.0,2600.0,3200.0
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),358,90.7,74.1,3258.0,3300.0,3321.0,3500.0,3000.0,3600.0
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,359,89.5,73.3,3341.0,3300.0,3423.0,3300.0,3000.0,3650.0
2016,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,360,100.0,100.0,4173.0,4050.0,4221.0,4050.0,4050.0,4450.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),361,91.9,80.6,3314.0,3100.0,3366.0,3200.0,3000.0,3500.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),362,85.3,80.3,3414.0,3250.0,3562.0,3450.0,3150.0,4000.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),363,95.3,91.9,3402.0,3300.0,3509.0,3420.0,3200.0,3800.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),364,89.1,85.9,3884.0,3700.0,3942.0,3900.0,3467.0,4500.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),365,91.9,87.6,3669.0,3400.0,3765.0,3500.0,3200.0,4200.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),366,85.2,74.1,3549.0,3400.0,3707.0,3740.0,3350.0,4026.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),367,79.3,65.5,3432.0,3300.0,3470.0,3350.0,3000.0,3832.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),368,80.3,78.9,3788.0,3450.0,3879.0,3500.0,3300.0,4250.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),369,90.2,78.4,3381.0,3300.0,3501.0,3540.0,3200.0,3900.0
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),370,86.6,81.0,3470.0,3300.0,3560.0,3400.0,3150.0,3800.0
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,371,97.7,95.9,4844.0,4775.0,4898.0,4900.0,4200.0,5600.0
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,372,,,,,,,,
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),373,81.0,61.9,2905.0,2800.0,3058.0,3130.0,2800.0,3350.0
2016,National University of Singapore,Faculty of Science,Bachelor of Science,374,84.3,59.4,2895.0,3000.0,2995.0,3000.0,2600.0,3225.0
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),375,84.9,71.7,3331.0,3300.0,3386.0,3300.0,3000.0,3650.0
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,376,,,,,,,,
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,377,99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,378,93.6,80.7,3232.0,3000.0,3282.0,3000.0,2837.0,3500.0
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),379,96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),380,88.6,86.4,2977.0,2900.0,3020.0,2963.0,2800.0,3100.0
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),381,99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0
2016,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,382,,,,,,,,
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),383,96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0
2016,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,384,,,,,,,,
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),385,94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,386,93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),387,90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),388,87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),389,94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,390,99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),391,93.2,90.9,3166.0,3200.0,3363.0,3400.0,3200.0,3425.0
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),392,95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,393,85.7,14.3,3250.0,3250.0,3250.0,3250.0,2999.0,3500.0
2016,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,394,83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,395,98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,396,100.0,100.0,3827.0,3500.0,3943.0,3600.0,3000.0,4583.0
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,397,92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,398,96.1,92.1,4140.0,3550.0,4234.0,3660.0,3250.0,4583.0
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,399,93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,400,97.0,92.5,4315.0,4000.0,4425.0,4107.0,3800.0,4750.0
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,401,95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,402,97.5,95.0,4504.0,4167.0,4603.0,4167.0,3800.0,4750.0
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,403,91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,404,94.9,87.2,3405.0,3300.0,3548.0,3400.0,3000.0,3668.0
2016,Singapore Management University,School of Law (4-year programme) *,Law #,405,95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,406,96.7,96.7,4950.0,4950.0,5095.0,5300.0,4500.0,5800.0
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,407,,,,,,,,
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,408,73.3,53.3,3045.0,3000.0,3052.0,3000.0,2700.0,3016.0
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,409,85.7,85.7,3312.0,3400.0,3329.0,3400.0,3100.0,3500.0
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,410,100.0,92.9,3729.0,3680.0,3803.0,4000.0,3500.0,4200.0
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,411,91.1,58.9,2652.0,2600.0,2652.0,2600.0,2500.0,2700.0
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,412,97.4,76.3,2467.0,2500.0,2485.0,2515.0,2200.0,2800.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,413,85.9,71.8,3201.0,3100.0,3463.0,3300.0,3080.0,3650.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,414,86.4,79.7,3239.0,3000.0,3440.0,3200.0,2800.0,3700.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,415,95.2,81.0,3812.0,3425.0,3956.0,3840.0,3200.0,4530.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,416,87.0,77.8,3162.0,3000.0,3344.0,3200.0,2900.0,3575.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,417,90.0,90.0,3172.0,3250.0,3239.0,3300.0,3000.0,3500.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,418,86.4,72.7,3172.0,3275.0,3286.0,3430.0,3000.0,3600.0
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,419,86.7,62.2,2598.0,2600.0,2707.0,2600.0,2420.0,2800.0
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,420,78.6,67.9,2776.0,2900.0,3149.0,3130.0,2500.0,3700.0
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,421,90.9,86.4,2978.0,3000.0,3042.0,3000.0,2825.0,3350.0
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,422,86.2,69.0,2231.0,2250.0,2344.0,2300.0,2000.0,2500.0
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),423,88.2,88.2,3406.0,3385.0,3628.0,3660.0,3400.0,3930.0
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),424,100.0,100.0,3297.0,3200.0,3301.0,3200.0,3100.0,3500.0
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),425,100.0,100.0,3310.0,3300.0,3344.0,3300.0,3240.0,3500.0
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,426,,,,,,,,
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,427,81.6,65.3,3042.0,3000.0,3277.0,3200.0,2800.0,3700.0
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,428,82.2,64.4,3312.0,3225.0,3390.0,3275.0,2900.0,4009.0
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,429,87.0,70.4,3187.0,3000.0,3273.0,3200.0,3000.0,3365.0
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,430,88.7,80.3,3406.0,3200.0,3523.0,3300.0,3000.0,3800.0
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,431,89.8,81.6,3645.0,3600.0,3704.0,3600.0,3400.0,3900.0
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,432,92.7,85.5,3378.0,3400.0,3600.0,3600.0,3400.0,3750.0
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,433,92.6,81.5,4096.0,4200.0,4131.0,4200.0,3700.0,4600.0
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,434,98.0,92.0,2705.0,2700.0,2707.0,2700.0,2600.0,2850.0
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),435,87.0,79.7,3620.0,3500.0,3690.0,3600.0,3300.0,3750.0
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),436,91.9,91.9,4197.0,4000.0,4232.0,4000.0,3500.0,4950.0
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),437,100.0,93.5,3695.0,3600.0,3830.0,3650.0,3550.0,4200.0
2016,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,438,,,,,,,,
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),439,97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),440,97.2,94.3,3830.0,3500.0,3892.0,3600.0,3013.0,4317.0
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),441,93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),442,100.0,95.0,5036.0,4750.0,5225.0,5000.0,4000.0,5362.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),443,80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,444,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),445,78.3,65.2,3326.0,3200.0,3486.0,3419.0,3000.0,3825.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),446,82.3,75.3,3326.0,3200.0,3577.0,3500.0,3200.0,4000.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,447,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),448,98.5,96.9,3373.0,3300.0,3442.0,3400.0,3190.0,3675.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,449,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),450,95.1,87.8,3667.0,3600.0,3743.0,3600.0,3450.0,3925.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),451,92.4,86.7,4078.0,3750.0,4160.0,3850.0,3500.0,4500.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Engineering) **,452,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),453,89.3,85.0,3532.0,3500.0,3657.0,3600.0,3200.0,4000.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),454,71.8,64.1,3538.0,3475.0,3588.0,3635.0,3200.0,3950.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),455,86.9,78.7,3685.0,3677.0,3790.0,3700.0,3350.0,4200.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Information Engineering & Media) and Bachelor of Arts (Hons) in Economics **,456,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),457,92.2,92.2,3279.0,3200.0,3333.0,3320.0,3000.0,3500.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),458,84.9,75.6,3288.0,3200.0,3434.0,3375.0,3200.0,3700.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Materials Engineering) and Bachelor of Arts (Hons) in Economics **,459,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),460,82.7,74.9,3422.0,3300.0,3579.0,3450.0,3100.0,4000.0
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Mechanical Engineering) and Bachelor of Arts (Hons) in Economics **,461,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Fine Arts (Hons),462,88.5,54.0,2862.0,2800.0,2909.0,2800.0,2500.0,3200.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Chinese,463,84.6,67.7,3119.0,3300.0,3147.0,3300.0,2750.0,3500.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Communication Studies (Hons),464,92.6,62.2,3134.0,3000.0,3184.0,3000.0,2775.0,3500.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Economics,465,84.7,75.5,3286.0,3200.0,3379.0,3240.0,3000.0,3720.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in English,466,77.8,50.8,3042.0,3000.0,3149.0,3000.0,2800.0,3300.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in History,467,86.0,68.4,3206.0,3100.0,3265.0,3200.0,3000.0,3600.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,468,80.0,60.0,3042.0,3000.0,3117.0,3100.0,2600.0,3500.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,469,,,,,,,,
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Psychology,470,78.9,59.2,3107.0,3107.0,3151.0,3200.0,2890.0,3500.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,471,74.1,66.7,3353.0,3300.0,3479.0,3395.0,3160.0,3750.0
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Sociology,472,77.6,62.1,3263.0,3200.0,3309.0,3228.0,2970.0,3500.0
2017,Nanyang Technological University,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,473,92.0,80.0,2722.0,2928.0,2792.0,2950.0,2500.0,3035.0
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,474,80.4,62.6,3177.0,3100.0,3255.0,3200.0,3000.0,3500.0
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,475,70.1,51.1,3035.0,3000.0,3173.0,3100.0,2800.0,3488.0
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,476,89.7,79.5,3517.0,3400.0,3580.0,3500.0,3100.0,3800.0
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,477,89.8,83.1,3504.0,3290.0,3625.0,3400.0,3013.0,3775.0
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,478,81.6,61.8,3367.0,3300.0,3490.0,3300.0,3000.0,3819.0
2017,Nanyang Technological University,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),479,81.1,48.6,3372.0,3285.0,3486.0,3450.0,2800.0,4000.0
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),480,100.0,100.0,3489.0,3600.0,3589.0,3600.0,3500.0,3800.0
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),481,100.0,100.0,3610.0,3603.0,3701.0,3701.0,3500.0,3958.0
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,482,85.8,61.9,3005.0,3000.0,3107.0,3000.0,2700.0,3300.0
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),483,88.2,66.7,3309.0,3300.0,3391.0,3360.0,3000.0,3600.0
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,484,88.3,74.7,3365.0,3300.0,3443.0,3300.0,3000.0,3750.0
2017,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,485,100.0,100.0,4124.0,4050.0,4143.0,4050.0,4000.0,4400.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),486,90.6,81.3,3215.0,3200.0,3367.0,3300.0,3000.0,3700.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),487,87.8,81.3,3550.0,3500.0,3727.0,3600.0,3300.0,4000.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),488,95.5,90.9,3361.0,3300.0,3427.0,3300.0,3135.0,3700.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),489,89.4,86.5,3529.0,3500.0,3641.0,3600.0,3300.0,3900.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),490,76.5,64.7,3783.0,3600.0,3827.0,3675.0,3440.0,4200.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),491,86.3,71.2,3425.0,3100.0,3546.0,3350.0,3000.0,3800.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),492,93.3,89.9,3905.0,3725.0,4035.0,3875.0,3450.0,4200.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),493,94.0,86.0,3269.0,3200.0,3570.0,3388.0,3200.0,3950.0
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),494,87.3,82.3,3537.0,3400.0,3657.0,3450.0,3100.0,4000.0
2017,National University of Singapore,Faculty of Law,Bachelor of Laws #,495,95.8,92.3,4958.0,5000.0,5121.0,5000.0,4500.0,5600.0
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,496,,,,,,,,
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),497,82.1,50.0,3186.0,3075.0,3187.0,3085.0,2800.0,3200.0
2017,National University of Singapore,Faculty of Science,Bachelor of Science,498,76.9,54.5,3053.0,3000.0,3214.0,3082.0,2800.0,3400.0
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),499,85.9,69.3,3340.0,3200.0,3435.0,3300.0,3000.0,3700.0
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,500,,,,,,,,
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,501,99.1,94.5,3473.0,3500.0,3616.0,3600.0,3500.0,3800.0
